MANDT;SPRAS;LAND1;REGIO;COUNC;BEZEI
100;HR;DK;001;128;Tarnby
100;HR;DK;001;129;Vallensbaek
100;HR;DK;002;201;Favrskov
100;HR;DK;002;202;Hedensted
100;HR;DK;002;203;Herning
100;HR;DK;002;204;Holstebro
100;HR;DK;002;205;Horsens
100;HR;DK;002;206;Ikast-Brande
100;HR;DK;002;207;Lemvig
100;HR;DK;002;208;Norddjurs
100;HR;DK;002;209;Odder
100;HR;DK;002;210;Randers
100;HR;DK;002;211;Ringkobing-Skjern
100;HR;DK;002;212;Samso
100;HR;DK;002;213;Silkeborg
100;HR;DK;002;214;Skanderborg
100;HR;DK;002;215;Skive
100;HR;DK;002;216;Struer
100;HR;DK;002;217;Syddjurs
100;HR;DK;002;218;Viborg
100;HR;DK;003;301;Bronderslev-Dronning
100;HR;DK;003;302;Frederikshavn
100;HR;DK;003;303;Hjorring
100;HR;DK;003;304;Jammerbugt
100;HR;DK;003;305;Laeso
100;HR;DK;003;306;Mariagerfjord
100;HR;DK;003;307;Morso
100;HR;DK;003;308;Rebild
100;HR;DK;003;309;Thisted
100;HR;DK;003;310;Vesthimmerland
100;HR;DK;003;311;Aalborg
100;HR;DK;004;401;Faxe
100;HR;DK;004;402;Greve
100;HR;DK;004;403;Guldborgsund
100;HR;DK;004;404;Holbaek
100;HR;DK;004;405;Kalundborg
100;HR;DK;004;406;Koge
100;HR;DK;004;407;Lejre
100;HR;DK;004;408;Lolland
100;HR;DK;004;409;Naestved
100;HR;DK;004;410;Odsherred
100;HR;DK;004;411;Ringsted
100;HR;DK;004;412;Roskilde
100;HR;DK;004;413;Slagelse
100;HR;DK;004;414;Solrod
100;HR;DK;004;415;Soro
100;HR;DK;004;416;Stevns
100;HR;DK;004;417;Vordingborg
100;HR;DK;005;501;Assens
100;HR;DK;005;502;Billund
100;HR;DK;005;503;Faaborg-Midtfyn
100;HR;DK;005;504;Fano
100;HR;DK;005;505;Frederica
100;HR;DK;005;506;Haderslev
100;HR;DK;005;507;Kerteminde
100;HR;DK;005;508;Kolding
100;HR;DK;005;509;Langeland
100;HR;DK;005;510;Middelfart
100;HR;DK;005;511;Nordfyn
100;HR;DK;005;512;Nyborg
100;HR;DK;005;513;Odense
100;HR;DK;005;514;Svendborg
100;HR;DK;005;515;Sonderborg
100;HR;DK;005;516;Varde
100;HR;DK;005;517;Vejen
100;HR;DK;005;518;Vejle
100;HR;DK;005;519;Aero
100;HR;DK;005;520;Aabenraa
100;HR;HK;HK;ABR;Aberdeen
100;HR;HK;HK;APC;Ap Lei Chau
100;HR;HK;HK;CBY;Causeway Bay
100;HR;HK;HK;CCH;Cheung Chau
100;HR;HK;HK;CEN;Središnji
100;HR;HK;HK;CHK;Chung Hom Kok
100;HR;HK;HK;CW;Chai Wan
100;HR;HK;HK;FOR;Fortress Hill
100;HR;HK;HK;HAP;Happy Valley
100;HR;HK;HK;KOR;Kornhill
100;HR;HK;HK;KT;Kennedy Town
100;HR;HK;HK;LAN;Lantau Island
100;HR;HK;HK;LI;Lamma Island
100;HR;HK;HK;MID;Mid-Levels
100;HR;HK;HK;NP;North Point
100;HR;HK;HK;PFL;Pokfulam
100;HR;HK;HK;PSH;Ping Shau
100;HR;HK;HK;QUA;Quarry Bay
100;HR;HK;HK;REP;Repulse Bay
100;HR;HK;HK;SHO;Shek O
100;HR;HK;HK;SKW;Shau Kei Wan
100;HR;HK;HK;SSW;Siu Sai Wan
100;HR;HK;HK;STN;Stanley
100;HR;HK;HK;SW;Sheung Wan
100;HR;HK;HK;SWH;Sai Wan Ho
100;HR;HK;HK;SYP;Sai Ying Pun
100;HR;HK;HK;THG;Tai Hang
100;HR;HK;HK;TIN;Tin Hau
100;HR;HK;HK;TKS;Tai Koo Shing
100;HR;HK;HK;TTM;Tai Tam
100;HR;HK;HK;WCH;Wanchai
100;HR;HK;HK;WES;Western District
100;HR;HK;HK;WON;Wong Chuk Hang
100;HR;HK;HK;WP;West Point
100;HR;HK;KLN;CH;Choi Hung
100;HR;HK;KLN;CSW;Cheung Sha Wan
100;HR;HK;KLN;DIA;Diamond Hill
100;HR;HK;KLN;HM;Hung Hom
100;HR;HK;KLN;HMT;Homantin
100;HR;HK;KLN;JOR;Jordan
100;HR;HK;KLN;KBA;Kowloon Bay
100;HR;HK;KLN;KLC;Kowloon City
100;HR;HK;KLN;KT;Kwun Tong
100;HR;HK;KLN;KTG;Kowloon Tong
100;HR;HK;KLN;KWF;Kwai Fong
100;HR;HK;KLN;LCK;Lai Chi Kok
100;HR;HK;KLN;LF;Lok Fu
100;HR;HK;KLN;LK;Lai King
100;HR;HK;KLN;LT;Lam Tin
100;HR;HK;KLN;MF;Mei Foo
100;HR;HK;KLN;MKO;Mongkok
100;HR;HK;KLN;NCW;Ngau Che Wan
100;HR;HK;KLN;NTK;Ngau Tau Kok
100;HR;HK;KLN;SK;Sai Kung
100;HR;HK;KLN;SKM;Sheck kip Mei
100;HR;HK;KLN;SPK;San Po Kong
100;HR;HK;KLN;SSP;Sham Shui Po
100;HR;HK;KLN;TKO;Tseung Kwan O
100;HR;HK;KLN;TKT;Tai Kok Tsui
100;HR;HK;KLN;TKW;To Kwa Wan
100;HR;HK;KLN;TM;Tuen Mun
100;HR;HK;KLN;TST;Tsim Sha Tsui
100;HR;HK;KLN;TSW;Tsuen Wan
100;HR;HK;KLN;TWS;Tsz Wan Shan
100;HR;HK;KLN;WTS;Wong Tai Sin
100;HR;HK;KLN;YMT;Yau Ma Mei
100;HR;HK;NT;FL;Fanling
100;HR;HK;NT;FT;Fo Tan
100;HR;HK;NT;KC;Kwai Chung
100;HR;HK;NT;KF;Kwai Fong
100;HR;HK;NT;KH;Kwai Hing
100;HR;HK;NT;MOS;Ma On Shan
100;HR;HK;NT;SHA;Shatin
100;HR;HK;NT;SS;Sheung Shui
100;HR;HK;NT;ST;Sham Tseng
100;HR;HK;NT;TM;Tuen Mun
100;HR;HK;NT;TP;Tai Po
100;HR;HK;NT;TS;Tin Shui Wai
100;HR;HK;NT;TSW;Tsuen Wan
100;HR;HK;NT;TW;Tai Wai
100;HR;HK;NT;TWH;Tai Wo Hau
100;HR;HK;NT;TY;Tsing Yi
100;HR;HK;NT;YL;Yuen Long
100;HR;MX;DF;#NV;Federalni okrug
100;HR;MX;GTO;#NV;Guanajuato
100;HR;PL;LDZ;100;Pajęczno
100;HR;PL;LDZ;101;Piotrków Trybunalski
100;HR;PL;LDZ;102;Piotrków Trybunalski
100;HR;PL;LDZ;103;Poddębice
100;HR;PL;LDZ;104;Radomsko
100;HR;PL;LDZ;105;Rawa Mazowiecka
100;HR;PL;LDZ;106;Sieradz
100;HR;PL;LDZ;107;Skierniewice
100;HR;PL;LDZ;108;Skierniewice mp
100;HR;PL;LDZ;109;Tomaszów Mazowiecki
100;HR;PL;LDZ;110;Wieluń
100;HR;PL;LDZ;111;Wieruszów
100;HR;PL;LDZ;112;Zduńska Wola
100;HR;PL;LDZ;113;Zgierz
100;HR;PL;MAL;114;Bochnia
100;HR;PL;MAL;115;Brzesko
100;HR;PL;MAL;116;Chrzanów
100;HR;PL;MAL;117;Dąbrowa Tarnowska
100;HR;PL;MAL;118;Gorlice
100;HR;PL;MAL;119;Kraków
100;HR;PL;MAL;120;Kraków mp
100;HR;PL;MAL;121;Limanowa
100;HR;PL;MAL;122;Miechów
100;HR;PL;MAL;123;Myślenice
100;HR;PL;MAL;124;Nowy Sącz
100;HR;PL;MAL;125;Nowy Sącz mp
100;HR;PL;MAL;126;Nowy Targ
100;HR;PL;MAL;127;Olkusz
100;HR;PL;MAL;128;Oświęcim
100;HR;PL;MAL;129;Proszowice
100;HR;PL;MAL;130;Sucha Beskidzka
100;HR;PL;MAL;131;Tarnów
100;HR;PL;MAL;132;Tarnów mp
100;HR;PL;MAL;133;Tatrzański
100;HR;PL;MAL;134;Wadowice
100;HR;PL;MAL;135;Wieliczka
100;HR;PL;MAZ;136;Białobrzegi
100;HR;PL;MAZ;137;Ciechanów
100;HR;PL;MAZ;138;Garwolin
100;HR;PL;MAZ;139;Gostynin
100;HR;PL;MAZ;140;Grodzisk Mazowiecki
100;HR;PL;MAZ;141;Grójec
100;HR;PL;MAZ;142;Kozienice
100;HR;PL;MAZ;143;Legionowo
100;HR;PL;MAZ;144;Lipsko
100;HR;PL;MAZ;145;Łosice
100;HR;PL;MAZ;146;Maków Mazowiecki
100;HR;PL;MAZ;147;Mińsk Mazowiecki
100;HR;PL;MAZ;148;Mława
100;HR;PL;MAZ;149;Nowy Dwór Mazowiecki
100;HR;PL;MAZ;150;Ostrołęka
100;HR;PL;MAZ;151;Ostrołęka mp
100;HR;PL;MAZ;152;Ostrów Mazowiecka
100;HR;PL;MAZ;153;Otwock
100;HR;PL;MAZ;154;Piaseczno
100;HR;PL;MAZ;155;Płock
100;HR;PL;MAZ;156;Płock mp
100;HR;PL;MAZ;157;Płońsk
100;HR;PL;MAZ;158;Pruszków
100;HR;PL;MAZ;159;Przasnysz
100;HR;PL;MAZ;160;Przysucha
100;HR;PL;MAZ;161;Pułtusk
100;HR;PL;MAZ;162;Radom
100;HR;PL;MAZ;163;Radom mp
100;HR;PL;MAZ;164;Siedlce
100;HR;PL;MAZ;165;Siedlce mp
100;HR;PL;MAZ;166;Sierpc
100;HR;PL;MAZ;167;Sochaczew
100;HR;PL;MAZ;168;Sokołów Podlaski
100;HR;PL;MAZ;169;Szydłowiec
100;HR;PL;MAZ;170;Warszawa
100;HR;PL;MAZ;171;Warszawa Zachód
100;HR;PL;MAZ;172;Węgrów
100;HR;PL;MAZ;173;Wołomin
100;HR;PL;MAZ;174;Wyszków
100;HR;PL;MAZ;175;Żuromin
100;HR;PL;MAZ;176;Zwoleń
100;HR;PL;MAZ;177;Żyrardów
100;HR;PL;OPO;178;Brzeg
100;HR;PL;OPO;179;Głubczyce
100;HR;PL;OPO;180;Kędzierzyn-Koźle
100;HR;PL;OPO;181;Kluczbork
100;HR;PL;OPO;182;Krapkowice
100;HR;PL;OPO;183;Namysłów
100;HR;PL;OPO;184;Nysa
100;HR;PL;OPO;185;Olesno
100;HR;PL;OPO;186;Opole
100;HR;PL;OPO;187;Opole mp
100;HR;PL;OPO;188;Prudnik
100;HR;PL;OPO;189;Strzelce Opolskie
100;HR;PL;PDK;190;Bieszczadzki
100;HR;PL;PDK;191;Brzozów
100;HR;PL;PDK;192;Dębica
100;HR;PL;PDK;193;Jarosław
100;HR;PL;PDK;194;Jasło
100;HR;PL;PDK;195;Kolbuszowa
100;HR;PL;PDK;196;Krosno
100;HR;PL;PDK;197;Krosno mp
100;HR;PL;PDK;198;Łańcut
100;HR;PL;PDK;199;Leżajsk
100;HR;PL;PDK;200;Lubaczów
100;HR;PL;PDK;201;Mielec
100;HR;PL;PDK;202;Nisko
100;HR;PL;PDK;203;Przemyśl
100;HR;PL;PDK;204;Przemyśl mp
100;HR;PL;PDK;205;Przeworsk
100;HR;PL;PDK;206;Ropczycko-Sędziszow.
100;HR;PL;PDK;207;Rzeszów
100;HR;PL;PDK;208;Rzeszów mp
100;HR;PL;PDK;209;Sanok
100;HR;PL;PDK;210;Stalowa Wola
100;HR;PL;PDK;211;Strzyżów
100;HR;PL;PDK;212;Tarnobrzeg
100;HR;PL;PDK;213;Tarnobrzeg mp
100;HR;PL;PDL;214;Augustów
100;HR;PL;PDL;215;Białystok
100;HR;PL;PDL;216;Białystok mp
100;HR;PL;PDL;217;Bielsk Podlaski
100;HR;PL;PDL;218;Grajewo
100;HR;PL;PDL;219;Hajnówka
100;HR;PL;PDL;220;Kolno
100;HR;PL;PDL;221;Łomża
100;HR;PL;PDL;222;Łomża mp
100;HR;PL;PDL;223;Mońki
100;HR;PL;PDL;224;Sejny
100;HR;PL;PDL;225;Siemiatycze
100;HR;PL;PDL;226;Sokółka
100;HR;PL;PDL;227;Suwałki
100;HR;PL;PDL;228;Suwałki mp
100;HR;PL;PDL;229;Wysokie Mazowieckie
100;HR;PL;PDL;230;Zambrów
100;HR;PL;POM;231;Bytów
100;HR;PL;POM;232;Chojnice
100;HR;PL;POM;233;Człuchów
100;HR;PL;POM;234;Gdańsk mp
100;HR;PL;POM;235;Gdynia mp
100;HR;PL;POM;236;Kartuzy
100;HR;PL;POM;237;Kościerzyna
100;HR;PL;POM;238;Kwidzyn
100;HR;PL;POM;239;Lębork
100;HR;PL;POM;240;Malbork
100;HR;PL;POM;241;Nowy Dwór Gdański
100;HR;PL;POM;243;Puck
100;HR;PL;POM;244;Słupsk
100;HR;PL;POM;245;Słupsk mp
100;HR;PL;POM;246;Sopot mp
100;HR;PL;POM;247;Starogard Gdański
100;HR;PL;POM;248;Tczew
100;HR;PL;POM;249;Wejherowo
100;HR;PL;SLS;250;Świętochłowice mp
100;HR;PL;SLS;251;Będzin
100;HR;PL;SLS;252;Bielsko-Biała
100;HR;PL;SLS;253;Bielsko-Biała mp
100;HR;PL;SLS;254;Bytom mp
100;HR;PL;SLS;255;Chorzów mp
100;HR;PL;SLS;256;Cieszyn
100;HR;PL;SLS;257;Częstochowa
100;HR;PL;SLS;258;Częstochowa mp
100;HR;PL;SLS;259;Dąbrowa Górnicza mp
100;HR;PL;SLS;260;Gliwice
100;HR;PL;SLS;261;Gliwice mp
100;HR;PL;SLS;262;Jastrzębie Zdrój mp
100;HR;PL;SLS;263;Jaworzno mp
100;HR;PL;SLS;264;Katowice mp
100;HR;PL;SLS;265;Kłobuck
100;HR;PL;SLS;266;Lubliniec
100;HR;PL;SLS;267;Mikołów
100;HR;PL;SLS;268;Mysłowice mp
100;HR;PL;SLS;269;Myszków
100;HR;PL;SLS;270;Piekary Śląskie mp
100;HR;PL;SLS;271;Pszczyna
100;HR;PL;SLS;272;Racibórz
100;HR;PL;SLS;273;Ruda Śląska mp
100;HR;PL;SLS;274;Rybnik
100;HR;PL;SLS;275;Rybnik mp
100;HR;PL;SLS;276;Siemianowice Śląskie
100;HR;PL;SLS;277;Sosnowiec mp
100;HR;PL;SLS;278;Tarnowskie Góry
100;HR;PL;SLS;280;Tychy mp
100;HR;PL;SLS;281;Wodzisław Śląski
100;HR;PL;SLS;282;Zabrze mp
100;HR;PL;SLS;283;Zawiercie
100;HR;PL;SLS;284;Żory mp
100;HR;PL;SLS;285;Żywiec
100;HR;PL;SWK;286;Busko Zdrój
100;HR;PL;SWK;287;Jędrzejów
100;HR;PL;SWK;288;Kazimierza Wielka
100;HR;PL;SWK;289;Kielce
100;HR;PL;SWK;290;Kielce mp
100;HR;PL;SWK;291;Końskie
100;HR;PL;SWK;292;Opatów
100;HR;PL;SWK;293;Ostrowiec Świętokrzy
100;HR;PL;SWK;294;Pińczów
100;HR;PL;SWK;295;Sandomierz
100;HR;PL;SWK;296;Skarżysko-Kamienna
100;HR;PL;SWK;297;Starachowice
100;HR;PL;SWK;298;Staszów
100;HR;PL;SWK;299;Włoszczowa
100;HR;PL;W-M;335;Bartoszyce
100;HR;PL;W-M;336;Braniewo
100;HR;PL;W-M;337;Działdowo
100;HR;PL;W-M;338;Elbląg
100;HR;PL;W-M;339;Elbląg mp
100;HR;PL;W-M;340;Ełk
100;HR;PL;W-M;341;Giżycko
100;HR;PL;W-M;342;Iława
100;HR;PL;W-M;343;Kętrzyn
100;HR;PL;W-M;344;Lidzbark Warmiński
100;HR;PL;W-M;345;Mrągowo
100;HR;PL;W-M;346;Nidzica
100;HR;PL;W-M;347;Nowe Miasto Lubaw.
100;HR;PL;W-M;348;Olecko-Gołdapski
100;HR;PL;W-M;349;Olsztyn
100;HR;PL;W-M;350;Olsztyn mp
100;HR;PL;W-M;351;Ostróda
100;HR;PL;W-M;352;Pisz
100;HR;PL;W-M;353;Szczytno
100;HR;PL;WLK;300;Śrem
100;HR;PL;WLK;301;Środa Wielkopolska
100;HR;PL;WLK;302;Chodzież
100;HR;PL;WLK;303;Czarnkowsko-Trzcian.
100;HR;PL;WLK;304;Gniezno
100;HR;PL;WLK;305;Gostyń
100;HR;PL;WLK;306;Grodzisk Wielkopolsk
100;HR;PL;WLK;307;Jarocin
100;HR;PL;WLK;308;Kalisz
100;HR;PL;WLK;309;Kalisz mp
100;HR;PL;WLK;310;Kępno
100;HR;PL;WLK;312;Koło
100;HR;PL;WLK;313;Konin
100;HR;PL;WLK;314;Konin mp
100;HR;PL;WLK;315;Krotoszyn
100;HR;PL;WLK;316;Leszno
100;HR;PL;WLK;317;Leszno mp
100;HR;PL;WLK;318;Międzychód
100;HR;PL;WLK;319;Nowy Tomyśl
100;HR;PL;WLK;320;Oborniki
100;HR;PL;WLK;321;Ostrów Wielkopolski
100;HR;PL;WLK;322;Ostrzeszów
100;HR;PL;WLK;323;Piła
100;HR;PL;WLK;324;Pleszew
100;HR;PL;WLK;325;Poznań
100;HR;PL;WLK;326;Poznań mp
100;HR;PL;WLK;327;Rawicz
100;HR;PL;WLK;328;Słupca
100;HR;PL;WLK;329;Szamotuły
100;HR;PL;WLK;330;Turek
100;HR;PL;WLK;331;Wągrowiec
100;HR;PL;WLK;332;Wolsztyn
100;HR;PL;WLK;334;Złotów
100;HR;PL;Z-P;354;Świdwin
100;HR;PL;Z-P;355;Świnoujcie mp
100;HR;PL;Z-P;356;Białogard
100;HR;PL;Z-P;357;Choszczno
100;HR;PL;Z-P;358;Drawsko Pomorskie
100;HR;PL;Z-P;359;Goleniów
100;HR;PL;Z-P;360;Gryfice
100;HR;PL;Z-P;361;Gryfino
100;HR;PL;Z-P;362;Kamień Pomorski
100;HR;PL;Z-P;363;Kołobrzeg
100;HR;PL;Z-P;364;Koszalin
100;HR;PL;Z-P;365;Koszalin mp
100;HR;PL;Z-P;366;Myślibórz
100;HR;PL;Z-P;367;Police
100;HR;PL;Z-P;368;Pyrzyce
100;HR;PL;Z-P;369;Sławno
100;HR;PL;Z-P;370;Stargard Szczeciński
100;HR;PL;Z-P;371;Szczecin mp
100;HR;PL;Z-P;372;Szczecinek
100;HR;PL;Z-P;373;Wałcz
100;HR;TW;FJN;022;Kinmen County
100;HR;TW;FJN;023;Lianjiang County
100;HR;TW;TWN;001;Keelung City
100;HR;TW;TWN;002;Taipei County
100;HR;TW;TWN;003;Ilan County
100;HR;TW;TWN;004;Hsinchu City
100;HR;TW;TWN;005;Hsinchu County
100;HR;TW;TWN;006;Taoyuan County
100;HR;TW;TWN;007;Miaoli County
100;HR;TW;TWN;008;Taichung City
100;HR;TW;TWN;009;Taichung County
100;HR;TW;TWN;010;Changhua County
100;HR;TW;TWN;011;Nantou County
100;HR;TW;TWN;012;Chiai City
100;HR;TW;TWN;013;Chiai County
100;HR;TW;TWN;014;Yunlin County
100;HR;TW;TWN;015;Tainan City
100;HR;TW;TWN;016;Tainan County
100;HR;TW;TWN;017;Kaohsiung County
100;HR;TW;TWN;018;Penghu County
100;HR;TW;TWN;019;Pingtung County
100;HR;TW;TWN;020;Taitung County
100;HR;TW;TWN;021;Hualien County
100;HR;TW;TWN;024;Nanhai Islands
100;HR;TW;TWN;025;Otoci Diaoyutai
100;HR;US;AK;001;Okrug u AK
100;HR;US;AL;001;Okrug u AL
100;HR;US;AR;001;Okrug u AR
100;HR;US;AS;001;Okrug u AS
100;HR;US;AZ;001;Okrug u AZ
100;HR;US;CA;001;Okrug u CA
100;HR;US;CO;001;Okrug u CO
100;HR;US;CT;001;Okrug u CT
100;HR;US;DC;001;Okrug u DC
100;HR;US;DE;001;Okrug u DE
100;HR;US;FL;001;Okrug u FL
100;HR;US;GA;001;Okrug u GA
100;HR;US;GU;001;Okrug u GU
100;HR;US;HI;001;Okrug u HI
100;HR;US;IA;001;Okrug u IA
100;HR;US;ID;001;Okrug u ID
100;HR;US;IL;001;Okrug u IL
100;HR;US;IN;001;Okrug u IN
100;HR;US;KS;001;Okrug u KS
100;HR;US;KY;001;Okrug u KY
100;HR;US;LA;001;Okrug u LA
100;HR;US;MA;001;Okrug u MA
100;HR;US;MD;001;Okrug u MD
100;HR;US;ME;001;Okrug u ME
100;HR;US;MI;001;Okrug u MI
100;HR;US;MN;001;Okrug u MN
100;HR;US;MO;001;Okrug u MO
100;HR;US;MP;001;Okrug u MP
100;HR;US;MS;001;Okrug u MS
100;HR;US;MT;001;Okrug u MT
100;HR;US;NC;001;Okrug u NC
100;HR;US;ND;001;Okrug u ND
100;HR;US;NE;001;Okrug u NE
100;HR;US;NH;001;Okrug u NH
100;HR;US;NJ;001;Okrug u NJ
100;HR;US;NM;001;Okrug u NM
100;HR;US;NV;001;Okrug u NV
100;HR;US;NY;001;Okrug u NY
100;HR;US;OH;001;Okrug u OH
100;HR;US;OK;001;Okrug u OK
100;HR;US;OR;001;Okrug u OR
100;HR;US;PA;001;Okrug u PA
100;HR;US;PR;001;Okrug u PR
100;HR;US;RI;001;Okrug u RI
100;HR;US;SC;001;Okrug u SC
100;HR;US;SD;001;Okrug u SD
100;HR;US;TN;001;+Okrug u TN
100;HR;US;TX;001;Okrug u TX
100;HR;US;UT;001;Okrug u UT
100;HR;US;VA;001;Okrug u VA
100;HR;US;VI;001;Okrug u VI
100;HR;US;VT;001;Okrug u VT
100;HR;US;WA;001;Okrug u WA
100;HR;US;WI;001;Okrug u WI
100;HR;US;WV;001;Okrug u WV
100;HR;US;WY;001;Okrug u WY
100;MS;DK;001;101;Koebenhavn skat&told
100;MS;DK;001;102;Allerod
100;MS;DK;001;103;Ballerup
100;MS;DK;001;104;Bornholm
100;MS;DK;001;105;Brondby
100;MS;DK;001;106;Dragor
100;MS;DK;001;107;Egedal
100;MS;DK;001;108;Fredensborg
100;MS;DK;001;109;Frederiksberg
100;MS;DK;001;110;Frederikssund
100;MS;DK;001;111;Frederiksvaerk-Hunde
100;MS;DK;001;112;Fureso
100;MS;DK;001;113;Gentofte
100;MS;DK;001;114;Gladsaxe
100;MS;DK;001;115;Glostrup
100;MS;DK;001;116;Gribskov
100;MS;DK;001;117;Helsingor
100;MS;DK;001;118;Herlev
100;MS;DK;001;119;Hillerod
100;MS;DK;001;120;Hvidovre
100;MS;DK;001;121;Hoje-Taastrup
100;MS;DK;001;122;Horsholm
100;MS;DK;001;123;Ishoj
100;MS;DK;001;124;Copenhagen
100;MS;DK;001;125;Lyngby-Tarbaek
100;MS;DK;001;126;Rudersdal
100;MS;DK;001;127;Rodovre
100;MS;DK;001;128;Tarnby
100;MS;DK;001;129;Vallensbaek
100;MS;DK;002;201;Favrskov
100;MS;DK;002;202;Hedensted
100;MS;DK;002;203;Herning
100;MS;DK;002;204;Holstebro
100;MS;DK;002;205;Horsens
100;MS;DK;002;206;Ikast-Brande
100;MS;DK;002;207;Lemvig
100;MS;DK;002;208;Norddjurs
100;MS;DK;002;209;Odder
100;MS;DK;002;210;Randers
100;MS;DK;002;211;Ringkobing-Skjern
100;MS;DK;002;212;Samso
100;MS;DK;002;213;Silkeborg
100;MS;DK;002;214;Skanderborg
100;MS;DK;002;215;Skive
100;MS;DK;002;216;Struer
100;MS;DK;002;217;Syddjurs
100;MS;DK;002;218;Viborg
100;MS;DK;003;301;Bronderslev-Dronning
100;MS;DK;003;302;Frederikshavn
100;MS;DK;003;303;Hjorring
100;MS;DK;003;304;Jammerbugt
100;MS;DK;003;305;Laeso
100;MS;DK;003;306;Mariagerfjord
100;MS;DK;003;307;Morso
100;MS;DK;003;308;Rebild
100;MS;DK;003;309;Thisted
100;MS;DK;003;310;Vesthimmerland
100;MS;DK;003;311;Aalborg
100;MS;DK;004;401;Faxe
100;MS;DK;004;402;Greve
100;MS;DK;004;403;Guldborgsund
100;MS;DK;004;404;Holbaek
100;MS;DK;004;405;Kalundborg
100;MS;DK;004;406;Koge
100;MS;DK;004;407;Lejre
100;MS;DK;004;408;Lolland
100;MS;DK;004;409;Naestved
100;MS;DK;004;410;Odsherred
100;MS;DK;004;411;Ringsted
100;MS;DK;004;412;Roskilde
100;MS;DK;004;413;Slagelse
100;MS;DK;004;414;Solrod
100;MS;DK;004;415;Soro
100;MS;DK;004;416;Stevns
100;MS;DK;004;417;Vordingborg
100;MS;DK;005;501;Assens
100;MS;DK;005;502;Billund
100;MS;DK;005;503;Faaborg-Midtfyn
100;MS;DK;005;504;Fano
100;MS;DK;005;505;Frederica
100;MS;DK;005;506;Haderslev
100;MS;DK;005;507;Kerteminde
100;MS;DK;005;508;Kolding
100;MS;DK;005;509;Langeland
100;MS;DK;005;510;Middelfart
100;MS;DK;005;511;Nordfyn
100;MS;DK;005;512;Nyborg
100;MS;DK;005;513;Odense
100;MS;DK;005;514;Svendborg
100;MS;DK;005;515;Sonderborg
100;MS;DK;005;516;Varde
100;MS;DK;005;517;Vejen
100;MS;DK;005;518;Vejle
100;MS;DK;005;519;Aero
100;MS;DK;005;520;Aabenraa
100;MS;HK;HK;ABR;Aberdeen
100;MS;HK;HK;APC;Ap Lei Chau
100;MS;HK;HK;CBY;Causeway Bay
100;MS;HK;HK;CCH;Cheung Chau
100;MS;HK;HK;CEN;Pusat
100;MS;HK;HK;CHK;Chung Hom Kok
100;MS;HK;HK;CW;Chai Wan
100;MS;HK;HK;FOR;Fortress Hill
100;MS;HK;HK;HAP;Happy Valley
100;MS;HK;HK;KOR;Kornhill
100;MS;HK;HK;KT;Kennedy Town
100;MS;HK;HK;LAN;Lantau Island
100;MS;HK;HK;LI;Lamma Island
100;MS;HK;HK;MID;Mid-Levels
100;MS;HK;HK;NP;North Point
100;MS;HK;HK;PFL;Pokfulam
100;MS;HK;HK;PSH;Ping Shau
100;MS;HK;HK;QUA;Quarry Bay
100;MS;HK;HK;REP;Repulse Bay
100;MS;HK;HK;SHO;Shek O
100;MS;HK;HK;SKW;Shau Kei Wan
100;MS;HK;HK;SSW;Siu Sai Wan
100;MS;HK;HK;STN;Stanley
100;MS;HK;HK;SW;Sheung Wan
100;MS;HK;HK;SWH;Sai Wan Ho
100;MS;HK;HK;SYP;Sai Ying Pun
100;MS;HK;HK;THG;Tai Hang
100;MS;HK;HK;TIN;Tin Hau
100;MS;HK;HK;TKS;Tai Koo Shing
100;MS;HK;HK;TTM;Tai Tam
100;MS;HK;HK;WCH;Wanchai
100;MS;HK;HK;WES;Western District
100;MS;HK;HK;WON;Wong Chuk Hang
100;MS;HK;HK;WP;West Point
100;MS;HK;KLN;CH;Choi Hung
100;MS;HK;KLN;CSW;Cheung Sha Wan
100;MS;HK;KLN;DIA;Diamond Hill
100;MS;HK;KLN;HM;Hung Hom
100;MS;HK;KLN;HMT;Homantin
100;MS;HK;KLN;JOR;Jordan
100;MS;HK;KLN;KBA;Kowloon Bay
100;MS;HK;KLN;KLC;Kowloon City
100;MS;HK;KLN;KT;Kwun Tong
100;MS;HK;KLN;KTG;Kowloon Tong
100;MS;HK;KLN;KWF;Kwai Fong
100;MS;HK;KLN;LCK;Lai Chi Kok
100;MS;HK;KLN;LF;Lok Fu
100;MS;HK;KLN;LK;Lai King
100;MS;HK;KLN;LT;Lam Tin
100;MS;HK;KLN;MF;Mei Foo
100;MS;HK;KLN;MKO;Mongkok
100;MS;HK;KLN;NCW;Ngau Che Wan
100;MS;HK;KLN;NTK;Ngau Tau Kok
100;MS;HK;KLN;SK;Sai Kung
100;MS;HK;KLN;SKM;Sheck kip Mei
100;MS;HK;KLN;SPK;San Po Kong
100;MS;HK;KLN;SSP;Sham Shui Po
100;MS;HK;KLN;TKO;Tseung Kwan O
100;MS;HK;KLN;TKT;Tai Kok Tsui
100;MS;HK;KLN;TKW;To Kwa Wan
100;MS;HK;KLN;TM;Tuen Mun
100;MS;HK;KLN;TST;Tsim Sha Tsui
100;MS;HK;KLN;TSW;Tsuen Wan
100;MS;HK;KLN;TWS;Tsz Wan Shan
100;MS;HK;KLN;WTS;Wong Tai Sin
100;MS;HK;KLN;YMT;Yau Ma Mei
100;MS;HK;NT;FL;Fanling
