MANDT;VBELN;ERDAT;ERZET;ERNAM;ANGDT;BNDDT;AUDAT;VBTYP;TRVOG;AUART;AUGRU;GWLDT;SUBMI;LIFSK;FAKSK;NETWR;WAERK;VKORG;VTWEG;SPART;VKGRP;VKBUR;GSBER;GSKST;GUEBG;GUEEN;KNUMV;VDATU;VPRGR;AUTLF;VBKLA;VBKLT;KALSM;VSBED;FKARA;AWAHR;KTEXT;BSTNK;BSARK;BSTDK;BSTZD;IHREZ;BNAME;TELF1;MAHZA;MAHDT;KUNNR;KOSTL;STAFO;STWAE;AEDAT;KVGR1;KVGR2;KVGR3;KVGR4;KVGR5;KNUMA;KOKRS;PS_PSP_PNR;KURST;KKBER;KNKLI;GRUPP;SBGRP;CTLPC;CMWAE;CMFRE;CMNUP;CMNGV;AMTBL;HITYP_PR;ABRVW;ABDIS;VGBEL;OBJNR;BUKRS_VF;TAXK1;TAXK2;TAXK3;TAXK4;TAXK5;TAXK6;TAXK7;TAXK8;TAXK9;XBLNR;ZUONR;VGTYP;KALSM_CH;AGRZR;AUFNR;QMNUM;VBELN_GRP;SCHEME_GRP;ABRUF_PART;ABHOD;ABHOV;ABHOB;RPLNR;VZEIT;STCEG_L;LANDTX;XEGDR;ENQUEUE_GRP;DAT_FZAU;FMBDAT;VSNMR_V;HANDLE;PROLI;CONT_DG;CRM_GUID;UPD_TMSTMP;MSR_ID;TM_CTRL_KEY;OIPBL;LAST_CHANGED_BY_USER;HANDOVERLOC;EXT_BUS_SYST_ID;EXT_REF_DOC_ID;EXT_REV_TMSTMP;APM_APPROVAL_STATUS;APM_APPROVAL_REASON;APM_REJECTION_REASON;_DATAAGING;ABSTK;BESTK;CMPSC;CMPSD;CMPSI;CMPSJ;CMPSK;CMPS_CM;CMPS_TE;CMGST;COSTA;DCSTK;FKSAK;FMSTK;FSSTK;GBSTK;LFGSK;LFSTK;LSSTK;MANEK;RFGSK;RFSTK;SPSTG;TRSTA;UVALL;UVALS;UVFAK;UVFAS;UVPRS;UVVLK;UVVLS;UVK01;UVK02;UVK03;UVK04;UVK05;UVS01;UVS02;UVS03;UVS04;UVS05;WBSTK;TOTAL_EMCST;TOTAL_SLCST;TOTAL_LCCST;TOTAL_PCSTA;TOTAL_DGSTA;TOTAL_SDSSTA;DP_CLEAR_STA_HDR;DUMMY_SALESDOC_INCL_EEW_PS;ZAPCGKH;APCGK_EXTENDH;ZABDATH;AD01FAREG;AD01BASDOC;LASTVCHR;PSM_BUDAT;FSH_KVGR6;FSH_KVGR7;FSH_KVGR8;FSH_KVGR9;FSH_KVGR10;FSH_REREG;FSH_CQ_CHECK;FSH_VRSN_STATUS;FSH_TRANSACTION;FSH_VAS_CG;FSH_CANDATE;FSH_SS;FSH_OS_STG_CHANGE;J_3GKBAUL;MILL_APPL_ID;TAS;BETC;MOD_ALLOW;CANCEL_ALLOW;PAY_METHOD;BPN;REP_FREQ;LOGSYSB;KALCD;MULTI;SPPAYM;WTYSC_CLM_HDR
100;1455;29.09.2019;16:21:52;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;17550;USD;1710;10;00;;;;;;;0000004901;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106559;;;;;;;0;;USCU_L03;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgVNo83nnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1456;29.09.2019;16:21:52;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;9450;USD;1710;10;00;;;;;;;0000004903;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106675;;;;;;;0;;USCU_L10;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgVNo8wHnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1457;29.09.2019;16:21:53;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;6012.00;USD;1710;10;00;;;;;;;0000004905;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106471;;;;;;;0;;USCU_S13;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgVNo9nnnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1458;29.09.2019;16:21:54;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;0;USD;1710;10;00;;;;;;;0000004907;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106412;;;;;;;0;;USCU_S04;;;USD;22.10.2019;;;;;;;A000;;M;A000;USCU_S04;;;C;USD;;;30.09.2019;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgV{0ornnm;;;;22.10.2019 20:40;;;;BPINST;;;;00.01.1900 00:00;;;;;C;;;;;;;B;A;B;;;;;;C;C;A;;;;;C;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1459;29.09.2019;16:21:55;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;2004.00;USD;1710;10;00;;;;;;;0000004909;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106442;;;;;;;0;;USCU_L07;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgV{0pnHnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1460;29.09.2019;16:21:56;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;2004.00;USD;1710;10;00;;;;;;;0000004911;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106529;;;;;;;0;;USCU_S17;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgWapzBHnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1461;29.09.2019;16:21:57;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;24048.00;USD;1710;10;00;;;;;;;0000004913;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106382;;;;;;;0;;USCU_L02;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgWap{6nnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1462;29.09.2019;16:21:57;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;15030;USD;1710;10;00;;;;;;;0000004915;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106499;;;;;;;0;;USCU_L10;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgWap}1nnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1463;29.09.2019;16:21:58;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;27559.00;USD;1710;10;00;;;;;;;0000004917;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106332;;;;;;;0;;USCU_L09;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgXAAsNHnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1464;29.09.2019;16:21:59;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;10668.00;USD;1710;10;00;;;;;;;0000004919;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106215;;;;;;;0;;USCU_L03;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgXAAtKHnm;;;;29.09.2019 16:21;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1465;29.09.2019;16:21:59;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;47117.00;USD;1710;10;00;;;;;;;0000004921;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106274;;;;;;;0;;USCU_L06;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgXAAuJnnm;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1466;29.09.2019;16:22:00;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;5334.00;USD;1710;10;00;;;;;;;0000004923;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106353;;;;;;;0;;USCU_S16;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgXmcDrnnm;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1467;29.09.2019;16:22:01;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;9779.00;USD;1710;10;00;;;;;;;0000004925;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106303;;;;;;;0;;USCU_S11;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgXmcEtHnm;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1468;29.09.2019;16:22:02;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;0;USD;1710;10;00;;;;;;;0000004927;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106244;;;;;;;0;;USCU_S04;;;USD;22.10.2019;;;;;;;A000;;M;A000;USCU_S04;;;C;USD;;;30.09.2019;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgYMUI4HpG;;;;22.10.2019 20:40;;;;BPINST;;;;00.01.1900 00:00;;;;;C;;;;;;;B;A;B;;;;;;C;C;A;;;;;C;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1469;29.09.2019;16:22:03;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;9522.00;USD;1710;10;00;;;;;;;0000004929;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106098;;;;;;;0;;USCU_L06;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgYMUJ8HpG;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1470;29.09.2019;16:22:03;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;65067.00;USD;1710;10;00;;;;;;;0000004931;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106127;;;;;;;0;;USCU_S13;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgYydlPHsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1471;29.09.2019;16:22:04;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;88872.00;USD;1710;10;00;;;;;;;0000004933;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106068;;;;;;;0;;USCU_S02;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgYydmTHsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1472;29.09.2019;16:22:05;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;6348.00;USD;1710;10;00;;;;;;;0000004935;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106185;;;;;;;0;;USCU_S14;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgYydnZnsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1473;29.09.2019;16:22:06;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;80937.00;USD;1710;10;00;;;;;;;0000004937;29.09.2019;1;;;;Y17J01;01;F2;100;;4500106038;;;;;;;0;;USCU_L02;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgZYv5pnsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1474;29.09.2019;16:22:06;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;23352.00;USD;1710;10;00;;;;;;;0000004939;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105941;;;;;;;0;;USCU_L07;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgZYv6wnsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1475;29.09.2019;16:22:07;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;35028.00;USD;1710;10;00;;;;;;;0000004941;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105970;;;;;;;0;;USCU_S13;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgZYv82nsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1476;29.09.2019;16:22:08;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;0;USD;1710;10;00;;;;;;;0000004943;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105916;;;;;;;0;;USCU_S04;;;USD;22.10.2019;;;;;;;A000;;M;A000;USCU_S04;;;C;USD;;;30.09.2019;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusga8v1QnsW;;;;22.10.2019 20:40;;;;BPINST;;;;00.01.1900 00:00;;;;;C;;;;;;;B;A;B;;;;;;C;C;A;;;;;C;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1477;29.09.2019;16:22:09;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;23352.00;USD;1710;10;00;;;;;;;0000004945;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105886;;;;;;;0;;USCU_L03;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusga8v2cnsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1478;29.09.2019;16:22:09;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;18760;USD;1710;10;00;;;;;;;0000004947;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105475;;;;;;;0;;USCU_L09;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgal2yPHsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1479;29.09.2019;16:22:10;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;1750;USD;1710;10;00;;;;;;;0000004949;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105355;;;;;;;0;;USCU_L01;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgal2zcnsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1480;29.09.2019;16:22:11;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;1120;USD;1710;10;00;;;;;;;0000004951;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105504;;;;;;;0;;USCU_S14;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgal2{pnsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1481;29.09.2019;16:22:12;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;25410;USD;1710;10;00;;;;;;;0000004953;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105415;;;;;;;0;;USCU_L07;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgbLLnWnsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1482;29.09.2019;16:22:13;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;1120;USD;1710;10;00;;;;;;;0000004955;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105385;;;;;;;0;;USCU_S01;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgbLLonHsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1483;29.09.2019;16:22:13;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;8820;USD;1710;10;00;;;;;;;0000004957;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105445;;;;;;;0;;USCU_S11;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgbLLq1HsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1484;29.09.2019;16:22:14;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;1560;USD;1710;10;00;;;;;;;0000004959;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105623;;;;;;;0;;USCU_S10;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgbxM2uHsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1485;29.09.2019;16:22:15;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;0;USD;1710;10;00;;;;;;;0000004961;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105564;;;;;;;0;;USCU_S04;;;USD;22.10.2019;;;;;;;A000;;M;A000;USCU_S04;;;C;USD;;;30.09.2019;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgbxM4AHsW;;;;22.10.2019 20:40;;;;BPINST;;;;00.01.1900 00:00;;;;;C;;;;;;;B;A;B;;;;;;C;C;A;;;;;C;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1486;29.09.2019;16:22:16;BPINST;29.09.2019;30.09.2019;29.09.2019;C;0;TA;;;;;;16080;USD;1710;10;00;;;;;;;0000004963;29.09.2019;1;;;;Y17J01;01;F2;100;;4500105594;;;;;;;0;;USCU_L07;;;USD;;;;;;;;A000;;M;A000;;;;;USD;;;;0;;;;;;1710;;;;;;;;;;;;;YB0001;0;;;;;;;00:00:00;00:00:00;;00:00:00;;;;;;;;4aOsYzUg7kcusgcXYJNHsW;;;;29.09.2019 16:22;;;;BPINST;;;;00.01.1900 00:00;;;;;A;;;;;;;;;;;;;;;C;C;C;;;;;A;;C;C;C;C;C;C;C;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
