MANDT;MATNR;SPRAS;MAKTX;MAKTG
100;1341;DE;Mutter M6 C GR13;MUTTER M6 C GR13
100;1341;EN;Nut M6 C GR13;NUT M6 C GR13
100;1342;DE;Schraube  M6 40mm D GR25;SCHRAUBE  M6 40MM D GR25
100;1342;EN;Screw M6 40mm D GR25;SCREW M6 40MM D GR25
100;1343;DE;Schraube  M6 40mm E GR08;SCHRAUBE  M6 40MM E GR08
100;1343;EN;Screw M6 40mm E GR08;SCREW M6 40MM E GR08
100;1344;DE;Mutter M6 C GR14;MUTTER M6 C GR14
100;1344;EN;Nut M6 C GR14;NUT M6 C GR14
100;1345;DE;Schraube  M6 40mm E GR09;SCHRAUBE  M6 40MM E GR09
100;1345;EN;Screw M6 40mm E GR09;SCREW M6 40MM E GR09
100;1346;DE;Mutter M6 C GR15;MUTTER M6 C GR15
100;1346;EN;Nut M6 C GR15;NUT M6 C GR15
100;1347;DE;Schraube  M6 40mm E GR10;SCHRAUBE  M6 40MM E GR10
100;1347;EN;Screw M6 40mm E GR10;SCREW M6 40MM E GR10
100;1348;DE;Mutter M6 C GR16;MUTTER M6 C GR16
100;1348;EN;Nut M6 C GR16;NUT M6 C GR16
100;1349;DE;Schraube  M6 40mm E GR11;SCHRAUBE  M6 40MM E GR11
100;1349;EN;Screw M6 40mm E GR11;SCREW M6 40MM E GR11
100;1350;DE;Mutter M6 C GR17;MUTTER M6 C GR17
100;1350;EN;Nut M6 C GR17;NUT M6 C GR17
100;1351;DE;Schraube  M6 40mm E GR12;SCHRAUBE  M6 40MM E GR12
100;1351;EN;Screw M6 40mm E GR12;SCREW M6 40MM E GR12
100;1352;DE;Schraube  M6 40mm E GR13;SCHRAUBE  M6 40MM E GR13
100;1352;EN;Screw M6 40mm E GR13;SCREW M6 40MM E GR13
100;1353;DE;Schraube  M6 40mm E GR14;SCHRAUBE  M6 40MM E GR14
100;1353;EN;Screw M6 40mm E GR14;SCREW M6 40MM E GR14
100;1354;DE;Schraube  M6 40mm D GR28;SCHRAUBE  M6 40MM D GR28
100;1354;EN;Screw M6 40mm D GR28;SCREW M6 40MM D GR28
100;1355;DE;Schraube  M6 40mm E GR15;SCHRAUBE  M6 40MM E GR15
100;1355;EN;Screw M6 40mm E GR15;SCREW M6 40MM E GR15
100;1356;DE;Schraube  M6 40mm E GR16;SCHRAUBE  M6 40MM E GR16
100;1356;EN;Screw M6 40mm E GR16;SCREW M6 40MM E GR16
100;1357;DE;Schraube  M6 40mm E GR17;SCHRAUBE  M6 40MM E GR17
100;1357;EN;Screw M6 40mm E GR17;SCREW M6 40MM E GR17
100;1358;DE;Schraube  M6 40mm E GR18;SCHRAUBE  M6 40MM E GR18
100;1358;EN;Screw M6 40mm E GR18;SCREW M6 40MM E GR18
100;1359;DE;Schraube  M6 40mm E GR19;SCHRAUBE  M6 40MM E GR19
100;1359;EN;Screw M6 40mm E GR19;SCREW M6 40MM E GR19
100;1360;DE;Schraube  M6 40mm E GR20;SCHRAUBE  M6 40MM E GR20
100;1360;EN;Screw M6 40mm E GR20;SCREW M6 40MM E GR20
100;1361;DE;Schraube  M6 40mm E GR21;SCHRAUBE  M6 40MM E GR21
100;1361;EN;Screw M6 40mm E GR21;SCREW M6 40MM E GR21
100;1362;DE;Schraube  M6 40mm E GR22;SCHRAUBE  M6 40MM E GR22
100;1362;EN;Screw M6 40mm E GR22;SCREW M6 40MM E GR22
100;1363;DE;Schraube  M6 40mm E GR23;SCHRAUBE  M6 40MM E GR23
100;1363;EN;Screw M6 40mm E GR23;SCREW M6 40MM E GR23
100;1364;DE;Schraube  M6 40mm E GR24;SCHRAUBE  M6 40MM E GR24
100;1364;EN;Screw M6 40mm E GR24;SCREW M6 40MM E GR24
100;1365;DE;Schraube  M6 40mm D GR29;SCHRAUBE  M6 40MM D GR29
100;1365;EN;Screw M6 40mm D GR29;SCREW M6 40MM D GR29
100;1366;DE;Schraube  M6 40mm E GR25;SCHRAUBE  M6 40MM E GR25
100;1366;EN;Screw M6 40mm E GR25;SCREW M6 40MM E GR25
100;1367;DE;Schraube  M6 40mm E GR26;SCHRAUBE  M6 40MM E GR26
100;1367;EN;Screw M6 40mm E GR26;SCREW M6 40MM E GR26
100;1368;DE;Schraube  M6 40mm E GR27;SCHRAUBE  M6 40MM E GR27
100;1368;EN;Screw M6 40mm E GR27;SCREW M6 40MM E GR27
100;1369;DE;Schraube  M6 40mm E GR28;SCHRAUBE  M6 40MM E GR28
100;1369;EN;Screw M6 40mm E GR28;SCREW M6 40MM E GR28
100;1370;DE;Schraube  M6 40mm E GR29;SCHRAUBE  M6 40MM E GR29
100;1370;EN;Screw M6 40mm E GR29;SCREW M6 40MM E GR29
100;1371;DE;Schraube  M6 40mm E GR30;SCHRAUBE  M6 40MM E GR30
100;1371;EN;Screw M6 40mm E GR30;SCREW M6 40MM E GR30
100;1372;DE;Leitungen und Schläuche;LEITUNGEN UND SCHLÄUCHE
100;1372;EN;Tubes and Wires;TUBES AND WIRES
100;1373;DE;Hubmast und Profil;HUBMAST UND PROFIL
100;1373;EN;Frame;FRAME
100;1374;DE;Hubschlitten;HUBSCHLITTEN
100;1374;EN;Additions;ADDITIONS
100;1375;DE;Hubgabel;HUBGABEL
100;1375;EN;Fork;FORK
100;1376;DE;Schraube  M6 40mm D GR30;SCHRAUBE  M6 40MM D GR30
100;1376;EN;Screw M6 40mm D GR30;SCREW M6 40MM D GR30
100;1377;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1377;EN;Road equipment;ROAD EQUIPMENT
100;1378;DE;Rückfahrkamera;RÜCKFAHRKAMERA
100;1378;EN;Rear view camera;REAR VIEW CAMERA
100;1379;DE;Zusatzbeleuchtung;ZUSATZBELEUCHTUNG
100;1379;EN;Additional Lighting;ADDITIONAL LIGHTING
100;1380;DE;Motor Diesel 30 kW;MOTOR DIESEL 30 KW
100;1380;EN;Engine Diesel 30 KW;ENGINE DIESEL 30 KW
100;1381;DE;Motor Diesel 45 kW;MOTOR DIESEL 45 KW
100;1381;EN;Engine Diesel 45 KW;ENGINE DIESEL 45 KW
100;1382;DE;Motor Diesel 55 kW;MOTOR DIESEL 55 KW
100;1382;EN;Engine Diesel 55 KW;ENGINE DIESEL 55 KW
100;1383;DE;Motor Gas 25KW;MOTOR GAS 25KW
100;1383;EN;Engine Gas 25KW;ENGINE GAS 25KW
100;1384;DE;Motor Gas 30KW;MOTOR GAS 30KW
100;1384;EN;Engine Gas 30KW;ENGINE GAS 30KW
100;1385;DE;Motor Gas 45KW;MOTOR GAS 45KW
100;1385;EN;Engine Gas 45KW;ENGINE GAS 45KW
100;1386;DE;Motor Elektro 18 KW;MOTOR ELEKTRO 18 KW
100;1386;EN;Engine Elektric 18 KW;ENGINE ELEKTRIC 18 KW
100;1387;DE;Schraube  M6 40mm;SCHRAUBE  M6 40MM
100;1387;EN;Screw M6 40mm E GR00;SCREW M6 40MM E GR00
100;1387;FR;Vis M6 40mm;VIS M6 40MM
100;1388;DE;Motor Elektro 25 KW;MOTOR ELEKTRO 25 KW
100;1388;EN;Engine Elektric 25 KW;ENGINE ELEKTRIC 25 KW
100;1389;DE;Motor Elektro 30 KW;MOTOR ELEKTRO 30 KW
100;1389;EN;Engine Elektric 30 KW;ENGINE ELEKTRIC 30 KW
100;1390;DE;Gegengewicht;GEGENGEWICHT
100;1390;EN;Counterweight;COUNTERWEIGHT
100;1391;DE;Fahrwerk;FAHRWERK
100;1391;EN;Under Carriage;UNDER CARRIAGE
100;1392;DE;Hartgummi-Räder;HARTGUMMI-RÄDER
100;1392;EN;Hard Rubber Wheels;HARD RUBBER WHEELS
100;1393;DE;Luftreifen-Räder;LUFTREIFEN-RÄDER
100;1393;EN;Pneumatic Wheels;PNEUMATIC WHEELS
100;1394;DE;Bremsen;BREMSEN
100;1394;EN;Brakes Diameter 300mm;BRAKES DIAMETER 300MM
100;1395;DE;Bremsen;BREMSEN
100;1395;EN;Brakes Diameter 300mm ceramic;BRAKES DIAMETER 300MM CERAMIC
100;1396;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1396;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1397;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1397;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1398;DE;Schraube  M6 40mm E GR01;SCHRAUBE  M6 40MM E GR01
100;1398;EN;Screw M6 40mm E GR01;SCREW M6 40MM E GR01
100;1399;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1399;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1400;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1400;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1401;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1401;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1402;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1402;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1403;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1403;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1404;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1404;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1405;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1405;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1406;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1406;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1407;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1407;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1408;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1408;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1409;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1409;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1410;DE;Schraube  M6 40mm E GR02;SCHRAUBE  M6 40MM E GR02
100;1410;EN;Screw M6 40mm E GR02;SCREW M6 40MM E GR02
100;1411;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1411;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1412;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1412;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1413;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1413;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1414;DE;Hubgabel  4 Meter;HUBGABEL  4 METER
100;1414;EN;Fork 4 meter;FORK 4 METER
100;1415;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1415;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1416;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1416;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1417;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1417;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1418;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1418;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1419;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1419;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1420;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1420;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1421;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1421;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1422;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1422;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1423;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1423;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1424;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1424;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1425;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1425;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1426;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1426;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1427;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1427;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1428;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1428;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1429;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1429;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1430;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1430;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1431;DE;Schraube  M6 40mm E GR03;SCHRAUBE  M6 40MM E GR03
100;1431;EN;Screw M6 40mm E GR03;SCREW M6 40MM E GR03
100;1432;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1432;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1433;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1433;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1434;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1434;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1435;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1435;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1436;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1436;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1437;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1437;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1438;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1438;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1439;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1439;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1440;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1440;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1441;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1441;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1442;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1442;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1443;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1443;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1444;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1444;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1445;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1445;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1446;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1446;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1447;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1447;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1448;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1448;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1449;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1449;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1450;DE;Fahrerkabine - unlackiert;FAHRERKABINE - UNLACKIERT
100;1450;EN;Drivers Cab - unvarnished;DRIVERS CAB - UNVARNISHED
100;1451;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1451;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1452;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1452;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1453;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1453;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1454;DE;Schraube  M6 40mm E GR04;SCHRAUBE  M6 40MM E GR04
100;1454;EN;Screw M6 40mm E GR04;SCREW M6 40MM E GR04
100;1455;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1455;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1456;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1456;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1457;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1457;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1458;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1458;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1459;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1459;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1460;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1460;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1461;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1461;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1462;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1462;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1463;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1463;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1464;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1464;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1465;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1465;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1466;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1466;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1467;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1467;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1468;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1468;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1469;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1469;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1470;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1470;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1471;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1471;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1472;DE;Extras;EXTRAS
100;1472;EN;Extras;EXTRAS
100;1472;FR;Extras;EXTRAS
100;1473;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1473;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1474;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1474;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1475;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1475;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1476;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1476;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1477;DE;Extras;EXTRAS
100;1477;EN;Extras;EXTRAS
100;1478;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1478;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1479;DE;Zusatzbeleuchtung;ZUSATZBELEUCHTUNG
100;1479;EN;Additional Lighting;ADDITIONAL LIGHTING
100;1480;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1480;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1481;DE;Extras;EXTRAS
100;1481;EN;Extras;EXTRAS
100;1482;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1482;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1483;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1483;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1484;DE;Extras;EXTRAS
100;1484;EN;Extras;EXTRAS
100;1485;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1485;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1486;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1486;EN;Road equipment;ROAD EQUIPMENT
100;1486;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1487;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1487;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1488;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1488;EN;Road equipment;ROAD EQUIPMENT
100;1488;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1489;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1489;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1490;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1490;EN;Road equipment;ROAD EQUIPMENT
100;1490;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1491;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1491;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1492;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1492;EN;Road equipment;ROAD EQUIPMENT
100;1492;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1493;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1493;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1494;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1494;EN;Road equipment;ROAD EQUIPMENT
100;1494;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1495;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1495;EN;Road equipment;ROAD EQUIPMENT
100;1495;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1496;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1496;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1497;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1497;EN;Road equipment;ROAD EQUIPMENT
100;1497;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1498;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1498;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1499;DE;Extras;EXTRAS
100;1499;EN;Extras;EXTRAS
100;1499;FR;Extras;EXTRAS
100;1500;DE;Fahrerkabine - weiß lackiert;FAHRERKABINE - WEIß LACKIERT
100;1500;EN;Drivers Cab - white, varnish;DRIVERS CAB - WHITE, VARNISH
100;1501;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1501;EN;Road equipment;ROAD EQUIPMENT
100;1501;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1502;DE;Fahrerkabine - gelb lackiert;FAHRERKABINE - GELB LACKIERT
100;1502;EN;Drivers Cab - yellow, varnish;DRIVERS CAB - YELLOW, VARNISH
100;1503;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1503;EN;Road equipment;ROAD EQUIPMENT
100;1503;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1504;DE;Fahrerkabine - blau lackiert;FAHRERKABINE - BLAU LACKIERT
100;1504;EN;Drivers Cab - blue, varnish;DRIVERS CAB - BLUE, VARNISH
100;1504;FR;Cabine de conduite - peinte en bleu;CABINE DE CONDUITE - PEINTE EN BLEU
100;1505;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1505;EN;Road equipment;ROAD EQUIPMENT
100;1505;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1506;DE;Fahrerkabine - blau lackiert;FAHRERKABINE - BLAU LACKIERT
100;1506;EN;Drivers Cab - blue, varnish;DRIVERS CAB - BLUE, VARNISH
100;1506;FR;Cabine de conduite - peinte en bleu;CABINE DE CONDUITE - PEINTE EN BLEU
100;1507;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1507;EN;Road equipment;ROAD EQUIPMENT
100;1507;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1508;DE;Fahrerkabine - blau lackiert;FAHRERKABINE - BLAU LACKIERT
100;1508;EN;Drivers Cab - blue, varnish;DRIVERS CAB - BLUE, VARNISH
100;1508;FR;Cabine de conduite - peinte en bleu;CABINE DE CONDUITE - PEINTE EN BLEU
100;1509;DE;StvO Ausrüstung;STVO AUSRÜSTUNG
100;1509;EN;Road equipment;ROAD EQUIPMENT
100;1509;FR;Equipement routier;EQUIPEMENT ROUTIER
100;1510;DE;Fahrerkabine - blau lackiert;FAHRERKABINE - BLAU LACKIERT
